,is_in journal,is_in journal,is_in journal,is_in journal,is_top_red,is_top_red,is_top_red,is_top_red,is_top_white,is_top_white,is_top_white,is_top_white
,Precision@10,NDCG@10,MRR,Context@5,Precision@10,NDCG@10,MRR,Context@5,Precision@10,NDCG@10,MRR,Context@5
naive,0.4,0.4758374957563527,0.9,1.0,0.24000000000000005,0.31265411110753716,0.8,0.8,0.26,0.32896286850647793,0.7666666666666667,1.0
hybrid,0.22000000000000003,0.2770932532423843,0.8222222222222222,0.8,0.12,0.08869117548276524,0.15436507936507934,0.2,0.13999999999999999,0.20960921395807794,0.6666666666666667,1.0
HyDE,0.18,0.2124129529113729,0.5666666666666667,0.8,0.12,0.14241552028542562,0.4,0.4,0.16,0.1823400538108613,0.42857142857142855,0.6
fusion,0.16,0.20743618079898657,0.6485714285714286,0.6,0.02,0.013886244387355454,0.025,0.0,0.13999999999999999,0.1564162945280108,0.39166666666666666,0.6
